HVek	HPohlavi	HMesto	HMesto_X	HMesto_Y	HStat	PPobytOd	PNoci	POsob	PTypPobytu	PCenaUbytovani	PCenaStrava	PCenaSleva	PCenaCelkem	DHodnoceni	DUbytovani	DStrava	DPersonal	DZabava
52	žena	Vídeò	16.3736767	48.2115631	Rakousko	21.8.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	prùmìr	27	56	47	35
54	žena	Drážïany	13.7397044	51.0497456	Nìmecko	21.8.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	prùmìr	27	43	48	36
82	žena	Drážïany	13.7397044	51.0497456	Nìmecko	21.8.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	41	42	54	59
65	žena	Nitra	18.0902903	48.3139558	Slovensko	21.8.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	prùmìr	43	44	59	52
66	žena	Drážïany	13.7397044	51.0497456	Nìmecko	21.8.2012	7	4	rekreaèní	33880.00	4200.00	200.00	37880.00	prùmìr	36	65	47	59
34	muž	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	3	rekreaèní	7260.00	900.00	200.00	7960.00	prùmìr	51	50	71	64
39	žena	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	3	rekreaèní	7260.00	900.00	200.00	7960.00	prùmìr	33	41	43	46
77	žena	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	2	rekreaèní	4840.00	600.00	200.00	5240.00	prùmìr	51	44	71	48
53	žena	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	3	rekreaèní	7260.00	900.00	200.00	7960.00	prùmìr	27	51	71	47
21	žena	Drážïany	13.7397044	51.0497456	Nìmecko	24.8.2012	2	2	rekreaèní	4840.00	600.00	200.00	5240.00	prùmìr	60	44	72	48
70	muž	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	3	rekreaèní	7260.00	900.00	200.00	7960.00	prùmìr	36	51	59	48
65	žena	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	2	rekreaèní	4840.00	600.00	200.00	5240.00	prùmìr	35	56	55	35
20	žena	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	prùmìr	35	51	43	51
31	muž	Praha	14.4212806	50.0874967	ÈR	27.8.2012	1	3	služební	3630.00	450.00	0.00	4080.00	prùmìr	34	56	47	61
20	muž	Praha	14.4212806	50.0874967	ÈR	27.8.2012	1	2	služební	2420.00	300.00	0.00	2720.00	prùmìr	57	68	57	36
64	muž	Linec	14.2862742	48.3066489	Rakousko	28.8.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	prùmìr	41	58	45	48
51	muž	Drážïany	13.7397044	51.0497456	Nìmecko	28.8.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	prùmìr	28	43	57	46
28	muž	Linec	14.2862742	48.3066489	Rakousko	31.8.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	30	32	28	71
77	muž	Linec	14.2862742	48.3066489	Rakousko	31.8.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	6	23	32	46
58	žena	Praha	14.4212806	50.0874967	ÈR	31.8.2012	2	2	rekreaèní	4840.00	600.00	200.00	5240.00	prùmìr	41	43	71	50
33	žena	Praha	14.4212806	50.0874967	ÈR	3.9.2012	1	1	služební	1210.00	0.00	0.00	1210.00	prùmìr	26	58	48	48
28	muž	Praha	14.4212806	50.0874967	ÈR	3.9.2012	1	2	služební	2420.00	0.00	0.00	2420.00	prùmìr	26	55	69	64
18	muž	Praha	14.4212806	50.0874967	ÈR	3.9.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	60	65	47	46
25	muž	Linec	14.2862742	48.3066489	Rakousko	7.9.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	38	30	31	53
42	žena	Linec	14.2862742	48.3066489	Rakousko	7.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	31	38	37	2
26	muž	Linec	14.2862742	48.3066489	Rakousko	7.9.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	31	40	38	70
44	žena	Linec	14.2862742	48.3066489	Rakousko	7.9.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	32	36	25	53
77	muž	Linec	14.2862742	48.3066489	Rakousko	7.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	5	32	38	4
51	muž	Vídeò	16.3736767	48.2115631	Rakousko	7.9.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	32	36	28	46
22	muž	Mnichov	11.5836375	48.1364669	Nìmecko	7.9.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	7	28	15	69
51	žena	Praha	14.4212806	50.0874967	ÈR	7.9.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	24	23	27	40
69	žena	Praha	14.4212806	50.0874967	ÈR	10.9.2012	1	2	služební	2420.00	0.00	0.00	2420.00	prùmìr	36	41	45	62
70	muž	Salzburg	13.0475658	47.798095	Rakousko	10.9.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	44	67	55	64
53	žena	Vídeò	16.3736767	48.2115631	Rakousko	10.9.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	52	60	53	51
65	žena	Praha	14.4212806	50.0874967	ÈR	10.9.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	27	41	42	59
29	žena	Praha	14.4212806	50.0874967	ÈR	17.9.2012	1	2	služební	2420.00	0.00	0.00	2420.00	prùmìr	52	44	57	34
59	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	34	49	46	57
80	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	33	42	72	47
28	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	41	41	48	62
22	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	34	55	69	64
82	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	43	49	54	57
58	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	49	58	43	49
27	muž	Mnichov	11.5836375	48.1364669	Nìmecko	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	44	66	70	59
33	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	prùmìr	58	50	41	60
72	žena	Berlín	13.3908886	52.5176189	Nìmecko	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	42	55	57	45
45	muž	Katovice	19.0241283	50.2592108	Polsko	22.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	27	65	55	51
25	žena	Brno	16.6153758	49.1921808	ÈR	22.9.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	37	37	30	46
56	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	22.9.2012	27	3	služební	98010.00	0.00	200.00	97810.00	prùmìr	28	57	41	51
62	muž	Katovice	19.0241283	50.2592108	Polsko	22.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	42	51	42	45
41	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	22.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	42	54	45	61
51	žena	Katovice	19.0241283	50.2592108	Polsko	22.9.2012	14	4	rekreaèní	67760.00	0.00	1000.00	66760.00	prùmìr	44	55	56	59
76	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	22.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	43	55	46	57
38	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	28.9.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	51	58	71	63
30	muž	Brno	16.6153758	49.1921808	ÈR	28.9.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	39	24	38	55
30	muž	Brno	16.6153758	49.1921808	ÈR	28.9.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	37	33	27	38
41	žena	Ostrava	18.2825511	49.8341497	ÈR	28.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	31	29	21	71
24	muž	Katovice	19.0241283	50.2592108	Polsko	29.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	25	44	46	36
35	muž	Salzburg	13.0475658	47.798095	Rakousko	29.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	41	57	44	45
33	muž	Vídeò	16.3736767	48.2115631	Rakousko	29.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	50	41	72	33
50	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	29.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	26	53	45	36
77	žena	Ústí nad Labem	14.0390819	50.6700692	ÈR	29.9.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	31	21	40	69
53	muž	Katovice	19.0241283	50.2592108	Polsko	29.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	28	58	45	63
40	žena	Brno	16.6153758	49.1921808	ÈR	29.9.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	7	23	40	4
64	muž	Jihlava	15.5909008	49.3963828	ÈR	29.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	60	53	46	34
34	žena	Vídeò	16.3736767	48.2115631	Rakousko	29.9.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	6	30	27	38
25	muž	Katovice	19.0241283	50.2592108	Polsko	29.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	43	58	60	50
77	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	29.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	41	42	53	59
43	muž	Brno	16.6153758	49.1921808	ÈR	29.9.2012	1	2	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	40	23	23	47
35	žena	Katovice	19.0241283	50.2592108	Polsko	29.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	57	56	43	50
31	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	29.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	57	60	53	52
25	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	29.9.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	39	25	15	40
70	muž	Mnichov	11.5836375	48.1364669	Nìmecko	29.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	60	65	45	48
65	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	29.9.2012	27	3	služební	98010.00	0.00	200.00	97810.00	prùmìr	52	55	48	63
35	muž	Plzeò	13.3771556	49.7490406	ÈR	5.10.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	21	27	13	2
78	muž	Ostrava	18.2825511	49.8341497	ÈR	5.10.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	21	34	25	3
40	muž	Brno	16.6153758	49.1921808	ÈR	5.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	16	21	28	40
25	žena	Brno	16.6153758	49.1921808	ÈR	5.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	30	40	32	70
46	žena	Ostrava	18.2825511	49.8341497	ÈR	5.10.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	14	36	14	1
20	muž	Brno	16.6153758	49.1921808	ÈR	5.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	32	29	30	38
30	muž	Brno	16.6153758	49.1921808	ÈR	5.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	21	35	22	39
77	žena	Brno	16.6153758	49.1921808	ÈR	5.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	32	27	24	55
59	muž	Brno	16.6153758	49.1921808	ÈR	5.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	16	38	31	2
52	žena	Brno	16.6153758	49.1921808	ÈR	6.10.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	13	38	31	3
76	muž	Vídeò	16.3736767	48.2115631	Rakousko	6.10.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	39	24	40	3
31	muž	Zlín	17.6700633	49.2280669	ÈR	6.10.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	28	51	45	60
27	muž	Brno	16.6153758	49.1921808	ÈR	6.10.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	24	39	37	69
19	žena	Brno	16.6153758	49.1921808	ÈR	6.10.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	39	37	23	56
51	muž	Plzeò	13.3771556	49.7490406	ÈR	12.10.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	spokojen	93	81	89	57
18	žena	Brno	16.6153758	49.1921808	ÈR	12.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	23	32	22	40
68	muž	Ostrava	18.2825511	49.8341497	ÈR	12.10.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	21	31	22	37
58	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	12.10.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	14	26	25	1
38	muž	Ostrava	18.2825511	49.8341497	ÈR	12.10.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	29	27	26	4
60	žena	Plzeò	13.3771556	49.7490406	ÈR	12.10.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	92	84	85	51
56	žena	Ostrava	18.2825511	49.8341497	ÈR	12.10.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	14	30	28	38
50	muž	Brno	16.6153758	49.1921808	ÈR	12.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	32	25	40	72
82	muž	Salzburg	13.0475658	47.798095	Rakousko	12.10.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	13	33	37	2
28	muž	Ostrava	18.2825511	49.8341497	ÈR	12.10.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	13	33	29	70
51	muž	Jihlava	15.5909008	49.3963828	ÈR	13.10.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	26	57	42	46
34	žena	Gdaòsk	18.6560864	54.3482911	Polsko	17.10.2012	1	2	služební	2420.00	0.00	0.00	2420.00	nespokojen	40	29	14	48
70	žena	Plzeò	13.3771556	49.7490406	ÈR	19.10.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	spokojen	96	89	64	24
51	žena	Plzeò	13.3771556	49.7490406	ÈR	19.10.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	spokojen	81	82	90	51
63	žena	Plzeò	13.3771556	49.7490406	ÈR	19.10.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	spokojen	88	88	88	57
33	žena	Jihlava	15.5909008	49.3963828	ÈR	19.10.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	spokojen	89	82	100	27
32	muž	Hradec Králové	15.8353464	50.2100194	ÈR	23.10.2012	1	2	služební	2420.00	0.00	0.00	2420.00	spokojen	94	83	86	25
39	muž	Gdaòsk	18.6560864	54.3482911	Polsko	24.10.2012	1	2	služební	2420.00	0.00	0.00	2420.00	nespokojen	8	27	37	55
71	žena	Gdaòsk	18.6560864	54.3482911	Polsko	24.10.2012	1	2	služební	2420.00	0.00	0.00	2420.00	nespokojen	15	37	38	54
36	žena	Gdaòsk	18.6560864	54.3482911	Polsko	24.10.2012	1	2	služební	2420.00	0.00	0.00	2420.00	nespokojen	24	29	26	37
64	žena	Salzburg	13.0475658	47.798095	Rakousko	25.10.2012	24	1	rekreaèní	29040.00	0.00	200.00	28840.00	nespokojen	5	22	22	46
21	žena	Salzburg	13.0475658	47.798095	Rakousko	25.10.2012	24	1	rekreaèní	29040.00	0.00	200.00	28840.00	nespokojen	14	23	13	71
76	žena	Plzeò	13.3771556	49.7490406	ÈR	26.10.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	spokojen	84	85	85	57
82	žena	Ostrava	18.2825511	49.8341497	ÈR	26.10.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	spokojen	83	86	75	50
58	žena	Plzeò	13.3771556	49.7490406	ÈR	26.10.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	spokojen	89	97	73	56
60	žena	Plzeò	13.3771556	49.7490406	ÈR	26.10.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	spokojen	85	97	75	24
30	muž	Vídeò	16.3736767	48.2115631	Rakousko	27.10.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	58	42	55	60
58	žena	Liberec	15.0663036	50.7709239	ÈR	30.10.2012	1	1	služební	1210.00	0.00	0.00	1210.00	spokojen	95	83	99	27
76	žena	Liberec	15.0663036	50.7709239	ÈR	30.10.2012	1	2	služební	2420.00	0.00	0.00	2420.00	spokojen	87	98	61	23
50	žena	Linec	14.2862742	48.3066489	Rakousko	30.10.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	14	28	30	71
54	muž	Gdaòsk	18.6560864	54.3482911	Polsko	31.10.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	15	22	32	2
30	muž	Bratislava	17.1097606	48.1547933	Slovensko	31.10.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	31	21	13	48
24	žena	Gdaòsk	18.6560864	54.3482911	Polsko	31.10.2012	1	2	služební	2420.00	0.00	0.00	2420.00	nespokojen	15	30	16	40
70	muž	Praha	14.4212806	50.0874967	ÈR	31.10.2012	1	2	služební	2420.00	0.00	0.00	2420.00	nespokojen	16	22	24	72
63	žena	Gdaòsk	18.6560864	54.3482911	Polsko	31.10.2012	1	2	služební	2420.00	0.00	0.00	2420.00	nespokojen	5	38	32	4
55	muž	Gdaòsk	18.6560864	54.3482911	Polsko	31.10.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	24	31	25	72
76	žena	Salzburg	13.0475658	47.798095	Rakousko	1.11.2012	24	1	rekreaèní	29040.00	0.00	200.00	28840.00	nespokojen	23	25	16	71
43	žena	Vídeò	16.3736767	48.2115631	Rakousko	1.11.2012	24	1	rekreaèní	29040.00	0.00	200.00	28840.00	nespokojen	32	39	39	46
65	muž	Salzburg	13.0475658	47.798095	Rakousko	1.11.2012	24	3	rekreaèní	87120.00	0.00	200.00	86920.00	nespokojen	8	26	38	46
70	muž	Hradec Králové	15.8353464	50.2100194	ÈR	1.11.2012	24	1	rekreaèní	29040.00	0.00	200.00	28840.00	nespokojen	16	29	28	45
18	muž	Salzburg	13.0475658	47.798095	Rakousko	1.11.2012	24	1	rekreaèní	29040.00	0.00	200.00	28840.00	nespokojen	13	39	39	4
56	muž	Salzburg	13.0475658	47.798095	Rakousko	1.11.2012	24	1	rekreaèní	29040.00	0.00	200.00	28840.00	nespokojen	14	25	32	2
22	žena	Salzburg	13.0475658	47.798095	Rakousko	1.11.2012	24	1	rekreaèní	29040.00	0.00	200.00	28840.00	nespokojen	23	31	22	47
58	žena	Salzburg	13.0475658	47.798095	Rakousko	1.11.2012	24	1	rekreaèní	29040.00	0.00	200.00	28840.00	nespokojen	14	21	29	40
52	žena	Mnichov	11.5836375	48.1364669	Nìmecko	3.11.2012	7	2	rekreaèní	16940.00	0.00	600.00	16340.00	spokojen	90	95	91	55
73	žena	Mnichov	11.5836375	48.1364669	Nìmecko	3.11.2012	7	4	rekreaèní	33880.00	0.00	600.00	33280.00	spokojen	88	94	63	54
53	muž	Vídeò	16.3736767	48.2115631	Rakousko	3.11.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	prùmìr	35	59	56	50
78	žena	Mnichov	11.5836375	48.1364669	Nìmecko	3.11.2012	7	3	rekreaèní	25410.00	0.00	600.00	24810.00	spokojen	94	94	98	53
22	žena	Mnichov	11.5836375	48.1364669	Nìmecko	3.11.2012	7	3	rekreaèní	25410.00	0.00	600.00	24810.00	spokojen	98	87	90	49
31	muž	Vídeò	16.3736767	48.2115631	Rakousko	3.11.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	42	65	69	64
53	muž	Varšava	21.0099069	52.2342533	Polsko	3.11.2012	7	3	rekreaèní	25410.00	0.00	600.00	24810.00	spokojen	86	95	87	54
20	žena	Mnichov	11.5836375	48.1364669	Nìmecko	3.11.2012	7	3	rekreaèní	25410.00	0.00	600.00	24810.00	spokojen	89	96	99	54
32	muž	Salzburg	13.0475658	47.798095	Rakousko	3.11.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	28	58	44	57
47	žena	Salzburg	13.0475658	47.798095	Rakousko	3.11.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	60	60	58	35
35	muž	Mnichov	11.5836375	48.1364669	Nìmecko	3.11.2012	7	3	rekreaèní	25410.00	0.00	600.00	24810.00	spokojen	92	84	61	58
40	muž	Linec	14.2862742	48.3066489	Rakousko	6.11.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	13	28	16	53
58	muž	Liberec	15.0663036	50.7709239	ÈR	6.11.2012	1	2	služební	2420.00	0.00	0.00	2420.00	spokojen	96	100	97	57
76	žena	Praha	14.4212806	50.0874967	ÈR	6.11.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	15	39	28	71
63	muž	Zlín	17.6700633	49.2280669	ÈR	6.11.2012	1	2	služební	2420.00	0.00	0.00	2420.00	spokojen	95	92	74	52
32	muž	Liberec	15.0663036	50.7709239	ÈR	6.11.2012	1	2	služební	2420.00	0.00	0.00	2420.00	spokojen	91	86	99	23
76	žena	Linec	14.2862742	48.3066489	Rakousko	6.11.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	16	40	37	48
35	žena	Liberec	15.0663036	50.7709239	ÈR	6.11.2012	1	2	služební	2420.00	0.00	0.00	2420.00	spokojen	88	86	61	23
39	žena	Linec	14.2862742	48.3066489	Rakousko	6.11.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	6	34	27	40
33	žena	Linec	14.2862742	48.3066489	Rakousko	6.11.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	40	38	23	54
43	muž	Vídeò	16.3736767	48.2115631	Rakousko	6.11.2012	1	2	služební	2420.00	0.00	0.00	2420.00	spokojen	92	100	88	28
47	muž	Hradec Králové	15.8353464	50.2100194	ÈR	6.11.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	24	25	16	55
41	žena	Mnichov	11.5836375	48.1364669	Nìmecko	6.11.2012	1	1	služební	1210.00	0.00	0.00	1210.00	spokojen	82	90	91	27
51	žena	Berlín	13.3908886	52.5176189	Nìmecko	9.11.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	13	33	22	37
35	žena	Vídeò	16.3736767	48.2115631	Rakousko	10.11.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	33	60	55	61
22	muž	Vídeò	16.3736767	48.2115631	Rakousko	10.11.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	prùmìr	27	60	57	33
42	muž	Vídeò	16.3736767	48.2115631	Rakousko	10.11.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	50	68	60	51
35	žena	Praha	14.4212806	50.0874967	ÈR	10.11.2012	4	1	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	82	100	91	53
35	muž	Mnichov	11.5836375	48.1364669	Nìmecko	10.11.2012	7	3	rekreaèní	25410.00	0.00	600.00	24810.00	spokojen	82	92	100	50
43	žena	Mnichov	11.5836375	48.1364669	Nìmecko	10.11.2012	7	3	rekreaèní	25410.00	0.00	600.00	24810.00	spokojen	86	81	85	49
81	žena	Drážïany	13.7397044	51.0497456	Nìmecko	10.11.2012	21	3	rekreaèní	76230.00	0.00	1400.00	74830.00	prùmìr	43	54	54	34
40	žena	Berlín	13.3908886	52.5176189	Nìmecko	10.11.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	33	42	56	63
64	žena	Jihlava	15.5909008	49.3963828	ÈR	12.11.2012	1	2	služební	2420.00	0.00	0.00	2420.00	prùmìr	52	44	58	62
76	muž	Jihlava	15.5909008	49.3963828	ÈR	12.11.2012	1	1	služební	1210.00	0.00	0.00	1210.00	prùmìr	44	51	69	58
33	muž	Linec	14.2862742	48.3066489	Rakousko	13.11.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	7	30	23	3
63	žena	Zlín	17.6700633	49.2280669	ÈR	13.11.2012	1	2	služební	2420.00	0.00	0.00	2420.00	nespokojen	38	36	29	38
29	muž	Liberec	15.0663036	50.7709239	ÈR	13.11.2012	1	2	služební	2420.00	0.00	0.00	2420.00	spokojen	96	98	98	60
27	muž	Berlín	13.3908886	52.5176189	Nìmecko	16.11.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	24	21	29	37
39	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	16.11.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	39	22	32	1
33	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	16.11.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	15	36	27	72
24	žena	Berlín	13.3908886	52.5176189	Nìmecko	16.11.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	15	29	25	2
73	muž	Linec	14.2862742	48.3066489	Rakousko	16.11.2012	1	1	rekreaèní	1210.00	0.00	0.00	1210.00	spokojen	86	83	86	57
82	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	16.11.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	23	34	22	45
40	muž	Berlín	13.3908886	52.5176189	Nìmecko	16.11.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	7	37	39	4
70	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	16.11.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	13	34	22	47
75	muž	Mnichov	11.5836375	48.1364669	Nìmecko	16.11.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	22	25	32	69
76	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	16.11.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	39	38	30	37
76	žena	Linec	14.2862742	48.3066489	Rakousko	16.11.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	8	26	40	70
