HVek	HPohlavi	HMesto	HMesto_X	HMesto_Y	HStat	PPobytOd	PNoci	POsob	PTypPobytu	PCenaUbytovani	PCenaStrava	PCenaSleva	PCenaCelkem	DHodnoceni	DUbytovani	DStrava	DPersonal	DZabava	MTeplota	MObloha	SEUR
51	žena	Mnichov	11.5836375	48.1364669	Nìmecko	21.7.2012	7	3	rekreaèní	25410.00	3150.00	200.00	28360.00	nespokojen	38	38	30	69	23.8	zataženo	25.57
20	žena	Vídeò	16.3736767	48.2115631	Rakousko	21.7.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	nespokojen	29	28	30	1	23.8	zataženo	25.57
46	žena	Vídeò	16.3736767	48.2115631	Rakousko	21.7.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	nespokojen	31	26	15	47	23.8	zataženo	25.57
81	žena	Vídeò	16.3736767	48.2115631	Rakousko	21.7.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	nespokojen	13	39	26	45	23.8	zataženo	25.57
36	žena	Nitra	18.0902903	48.3139558	Slovensko	21.7.2012	14	4	rekreaèní	67760.00	8400.00	200.00	75960.00	nespokojen	29	29	25	2	23.8	zataženo	25.57
28	muž	Vídeò	16.3736767	48.2115631	Rakousko	21.7.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	nespokojen	31	38	21	71	23.8	zataženo	25.57
41	žena	Salzburg	13.0475658	47.798095	Rakousko	24.7.2012	2	2	rekreaèní	4840.00	0.00	0.00	4840.00	spokojen	96	97	73	59	24.9	zataženo	25.54
63	žena	Praha	14.4212806	50.0874967	ÈR	26.7.2012	1	1	služební	1210.00	150.00	0.00	1360.00	prùmìr	49	49	70	36	25.1	srážky	25.5
36	muž	Praha	14.4212806	50.0874967	ÈR	26.7.2012	1	1	služební	1210.00	0.00	0.00	1210.00	prùmìr	35	54	47	35	25.1	srážky	25.5
22	žena	Mnichov	11.5836375	48.1364669	Nìmecko	27.7.2012	2	2	rekreaèní	4840.00	600.00	200.00	5240.00	prùmìr	58	51	58	63	23	srážky	25.31
51	žena	Linec	14.2862742	48.3066489	Rakousko	27.7.2012	2	4	rekreaèní	9680.00	1200.00	200.00	10680.00	prùmìr	57	66	69	61	23	srážky	25.31
39	muž	Ústí nad Labem	14.0390819	50.6700692	ÈR	27.7.2012	7	2	rekreaèní	16940.00	2100.00	200.00	18840.00	nespokojen	8	28	29	70	23	srážky	25.31
24	žena	Ústí nad Labem	14.0390819	50.6700692	ÈR	27.7.2012	7	4	rekreaèní	33880.00	4200.00	200.00	37880.00	nespokojen	16	26	14	40	23	srážky	25.31
63	žena	Mnichov	11.5836375	48.1364669	Nìmecko	27.7.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	nespokojen	7	34	13	4	23	srážky	25.31
28	žena	Mnichov	11.5836375	48.1364669	Nìmecko	27.7.2012	2	4	rekreaèní	9680.00	1200.00	200.00	10680.00	prùmìr	51	67	42	62	23	srážky	25.31
76	žena	Praha	14.4212806	50.0874967	ÈR	27.7.2012	7	4	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	37	30	23	39	23	srážky	25.31
62	muž	Linec	14.2862742	48.3066489	Rakousko	27.7.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	50	44	60	58	23	srážky	25.31
35	žena	Linec	14.2862742	48.3066489	Rakousko	27.7.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	50	56	59	62	23	srážky	25.31
25	žena	Ústí nad Labem	14.0390819	50.6700692	ÈR	27.7.2012	7	4	rekreaèní	33880.00	4200.00	200.00	37880.00	nespokojen	31	36	13	45	23	srážky	25.31
67	muž	Nitra	18.0902903	48.3139558	Slovensko	28.7.2012	14	3	rekreaèní	50820.00	6300.00	200.00	56920.00	nespokojen	13	39	28	71	23.4	srážky	25.31
63	žena	Salzburg	13.0475658	47.798095	Rakousko	31.7.2012	2	1	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	92	83	100	28	24.9	zataženo	25.25
31	žena	Salzburg	13.0475658	47.798095	Rakousko	31.7.2012	2	2	rekreaèní	4840.00	600.00	0.00	5440.00	spokojen	89	94	100	21	24.9	zataženo	25.25
50	muž	Salzburg	13.0475658	47.798095	Rakousko	31.7.2012	2	2	rekreaèní	4840.00	600.00	0.00	5440.00	spokojen	81	85	87	49	24.9	zataženo	25.25
55	žena	Salzburg	13.0475658	47.798095	Rakousko	31.7.2012	2	2	rekreaèní	4840.00	600.00	0.00	5440.00	spokojen	96	89	85	50	24.9	zataženo	25.25
20	muž	Salzburg	13.0475658	47.798095	Rakousko	31.7.2012	2	2	rekreaèní	4840.00	0.00	0.00	4840.00	spokojen	81	96	64	57	24.9	zataženo	25.25
55	žena	Salzburg	13.0475658	47.798095	Rakousko	31.7.2012	2	2	rekreaèní	4840.00	600.00	0.00	5440.00	spokojen	82	90	63	21	24.9	zataženo	25.25
26	žena	Ústí nad Labem	14.0390819	50.6700692	ÈR	3.8.2012	7	4	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	30	36	23	4	25.6	zataženo	25.28
33	žena	Ústí nad Labem	14.0390819	50.6700692	ÈR	3.8.2012	7	4	rekreaèní	33880.00	4200.00	200.00	37880.00	nespokojen	32	31	26	54	25.6	zataženo	25.28
65	muž	Ústí nad Labem	14.0390819	50.6700692	ÈR	3.8.2012	7	3	rekreaèní	25410.00	3150.00	200.00	28360.00	nespokojen	40	22	38	70	25.6	zataženo	25.28
39	žena	Ústí nad Labem	14.0390819	50.6700692	ÈR	3.8.2012	7	4	rekreaèní	33880.00	4200.00	200.00	37880.00	nespokojen	29	26	29	56	25.6	zataženo	25.28
27	muž	Nitra	18.0902903	48.3139558	Slovensko	4.8.2012	14	3	rekreaèní	50820.00	0.00	200.00	50620.00	nespokojen	40	29	23	46	25.6	sluneèno	25.28
47	žena	Nitra	18.0902903	48.3139558	Slovensko	4.8.2012	14	2	rekreaèní	33880.00	4200.00	200.00	37880.00	nespokojen	16	23	38	37	25.6	sluneèno	25.28
53	žena	Nitra	18.0902903	48.3139558	Slovensko	4.8.2012	14	3	rekreaèní	50820.00	6300.00	200.00	56920.00	nespokojen	24	27	40	38	25.6	sluneèno	25.28
39	žena	Nitra	18.0902903	48.3139558	Slovensko	4.8.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	22	30	30	39	25.6	sluneèno	25.28
66	muž	Nitra	18.0902903	48.3139558	Slovensko	4.8.2012	14	3	rekreaèní	50820.00	0.00	200.00	50620.00	nespokojen	21	32	14	2	25.6	sluneèno	25.28
51	žena	Nitra	18.0902903	48.3139558	Slovensko	4.8.2012	14	3	rekreaèní	50820.00	0.00	200.00	50620.00	nespokojen	5	39	39	39	25.6	sluneèno	25.28
33	muž	Nitra	18.0902903	48.3139558	Slovensko	4.8.2012	14	3	rekreaèní	50820.00	6300.00	200.00	56920.00	nespokojen	29	31	16	53	25.6	sluneèno	25.28
76	žena	Brno	16.6153758	49.1921808	ÈR	6.8.2012	14	3	rekreaèní	50820.00	0.00	200.00	50620.00	spokojen	86	96	100	23	20.9	zataženo	25.17
58	muž	Salzburg	13.0475658	47.798095	Rakousko	7.8.2012	2	3	rekreaèní	7260.00	900.00	0.00	8160.00	spokojen	96	91	64	52	24	zataženo	25.12
72	muž	Salzburg	13.0475658	47.798095	Rakousko	7.8.2012	2	2	rekreaèní	4840.00	0.00	0.00	4840.00	spokojen	89	81	73	27	24	zataženo	25.12
31	žena	Mnichov	11.5836375	48.1364669	Nìmecko	10.8.2012	2	3	rekreaèní	7260.00	900.00	200.00	7960.00	prùmìr	52	44	48	64	19.1	zataženo	25.2
56	žena	Nitra	18.0902903	48.3139558	Slovensko	11.8.2012	14	1	rekreaèní	16940.00	2100.00	200.00	18840.00	nespokojen	32	29	30	56	18.3	zataženo	25.2
23	muž	Ostrava	18.2825511	49.8341497	ÈR	13.8.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	93	92	74	57	17	zataženo	25.15
30	muž	Brno	16.6153758	49.1921808	ÈR	13.8.2012	14	2	rekreaèní	33880.00	4200.00	200.00	37880.00	spokojen	98	98	85	49	17	zataženo	25.15
28	žena	Brno	16.6153758	49.1921808	ÈR	13.8.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	97	88	61	24	17	zataženo	25.15
44	žena	Brno	16.6153758	49.1921808	ÈR	13.8.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	95	94	73	25	17	zataženo	25.15
53	žena	Brno	16.6153758	49.1921808	ÈR	13.8.2012	14	4	rekreaèní	67760.00	0.00	200.00	67560.00	spokojen	89	95	76	24	17	zataženo	25.15
63	muž	Salzburg	13.0475658	47.798095	Rakousko	14.8.2012	2	1	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	85	91	75	51	20.1	srážky	25.04
56	žena	Salzburg	13.0475658	47.798095	Rakousko	14.8.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	prùmìr	26	65	70	58	20.1	srážky	25.04
50	žena	Vídeò	16.3736767	48.2115631	Rakousko	20.8.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	99	86	64	59	18.6	zataženo	24.91
25	muž	Brno	16.6153758	49.1921808	ÈR	20.8.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	95	99	62	23	18.6	zataženo	24.91
56	žena	Brno	16.6153758	49.1921808	ÈR	20.8.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	86	89	98	27	18.6	zataženo	24.91
25	žena	Brno	16.6153758	49.1921808	ÈR	20.8.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	94	93	74	58	18.6	zataženo	24.91
54	žena	Drážïany	13.7397044	51.0497456	Nìmecko	21.8.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	prùmìr	27	43	48	36	18.6	sluneèno	24.78
38	muž	Varšava	21.0099069	52.2342533	Polsko	21.8.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	52	57	55	33	18.6	sluneèno	24.78
53	žena	Drážïany	13.7397044	51.0497456	Nìmecko	21.8.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	57	43	48	58	18.6	sluneèno	24.78
65	žena	Nitra	18.0902903	48.3139558	Slovensko	21.8.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	prùmìr	43	44	59	52	18.6	sluneèno	24.78
52	žena	Vídeò	16.3736767	48.2115631	Rakousko	21.8.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	prùmìr	27	56	47	35	18.6	sluneèno	24.78
82	žena	Drážïany	13.7397044	51.0497456	Nìmecko	21.8.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	41	42	54	59	18.6	sluneèno	24.78
66	žena	Drážïany	13.7397044	51.0497456	Nìmecko	21.8.2012	7	4	rekreaèní	33880.00	4200.00	200.00	37880.00	prùmìr	36	65	47	59	18.6	sluneèno	24.78
20	žena	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	prùmìr	35	51	43	51	26.3	srážky	24.91
65	žena	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	2	rekreaèní	4840.00	600.00	200.00	5240.00	prùmìr	35	56	55	35	26.3	srážky	24.91
70	muž	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	3	rekreaèní	7260.00	900.00	200.00	7960.00	prùmìr	36	51	59	48	26.3	srážky	24.91
77	žena	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	2	rekreaèní	4840.00	600.00	200.00	5240.00	prùmìr	51	44	71	48	26.3	srážky	24.91
53	žena	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	3	rekreaèní	7260.00	900.00	200.00	7960.00	prùmìr	27	51	71	47	26.3	srážky	24.91
39	žena	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	3	rekreaèní	7260.00	900.00	200.00	7960.00	prùmìr	33	41	43	46	26.3	srážky	24.91
34	muž	Mnichov	11.5836375	48.1364669	Nìmecko	24.8.2012	2	3	rekreaèní	7260.00	900.00	200.00	7960.00	prùmìr	51	50	71	64	26.3	srážky	24.91
21	žena	Drážïany	13.7397044	51.0497456	Nìmecko	24.8.2012	2	2	rekreaèní	4840.00	600.00	200.00	5240.00	prùmìr	60	44	72	48	26.3	srážky	24.91
31	muž	Praha	14.4212806	50.0874967	ÈR	27.8.2012	1	3	služební	3630.00	450.00	0.00	4080.00	prùmìr	34	56	47	61	23.2	zataženo	24.85
20	muž	Praha	14.4212806	50.0874967	ÈR	27.8.2012	1	2	služební	2420.00	300.00	0.00	2720.00	prùmìr	57	68	57	36	23.2	zataženo	24.85
64	muž	Linec	14.2862742	48.3066489	Rakousko	28.8.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	prùmìr	41	58	45	48	21.9	srážky	24.82
51	muž	Drážïany	13.7397044	51.0497456	Nìmecko	28.8.2012	7	1	rekreaèní	8470.00	1050.00	200.00	9320.00	prùmìr	28	43	57	46	21.9	srážky	24.82
58	žena	Praha	14.4212806	50.0874967	ÈR	31.8.2012	2	2	rekreaèní	4840.00	600.00	200.00	5240.00	prùmìr	41	43	71	50	24.9	zataženo	24.84
77	muž	Linec	14.2862742	48.3066489	Rakousko	31.8.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	6	23	32	46	24.9	zataženo	24.84
28	muž	Linec	14.2862742	48.3066489	Rakousko	31.8.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	30	32	28	71	24.9	zataženo	24.84
28	muž	Praha	14.4212806	50.0874967	ÈR	3.9.2012	1	2	služební	2420.00	0.00	0.00	2420.00	prùmìr	26	55	69	64	24.2	zataženo	24.9
33	žena	Praha	14.4212806	50.0874967	ÈR	3.9.2012	1	1	služební	1210.00	0.00	0.00	1210.00	prùmìr	26	58	48	48	24.2	zataženo	24.9
18	muž	Praha	14.4212806	50.0874967	ÈR	3.9.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	60	65	47	46	24.2	zataženo	24.9
51	žena	Praha	14.4212806	50.0874967	ÈR	7.9.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	24	23	27	40	19.3	sluneèno	24.59
25	muž	Linec	14.2862742	48.3066489	Rakousko	7.9.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	38	30	31	53	19.3	sluneèno	24.59
42	žena	Linec	14.2862742	48.3066489	Rakousko	7.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	31	38	37	2	19.3	sluneèno	24.59
26	muž	Linec	14.2862742	48.3066489	Rakousko	7.9.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	31	40	38	70	19.3	sluneèno	24.59
44	žena	Linec	14.2862742	48.3066489	Rakousko	7.9.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	32	36	25	53	19.3	sluneèno	24.59
77	muž	Linec	14.2862742	48.3066489	Rakousko	7.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	5	32	38	4	19.3	sluneèno	24.59
51	muž	Vídeò	16.3736767	48.2115631	Rakousko	7.9.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	32	36	28	46	19.3	sluneèno	24.59
22	muž	Mnichov	11.5836375	48.1364669	Nìmecko	7.9.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	7	28	15	69	19.3	sluneèno	24.59
65	žena	Praha	14.4212806	50.0874967	ÈR	10.9.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	27	41	42	59	16.2	zataženo	24.54
70	muž	Salzburg	13.0475658	47.798095	Rakousko	10.9.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	44	67	55	64	16.2	zataženo	24.54
53	žena	Vídeò	16.3736767	48.2115631	Rakousko	10.9.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	52	60	53	51	16.2	zataženo	24.54
69	žena	Praha	14.4212806	50.0874967	ÈR	10.9.2012	1	2	služební	2420.00	0.00	0.00	2420.00	prùmìr	36	41	45	62	16.2	zataženo	24.54
29	žena	Praha	14.4212806	50.0874967	ÈR	17.9.2012	1	2	služební	2420.00	0.00	0.00	2420.00	prùmìr	52	44	57	34	16.1	srážky	24.5
82	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	43	49	54	57	10.1	sluneèno	24.8
72	žena	Berlín	13.3908886	52.5176189	Nìmecko	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	42	55	57	45	10.1	sluneèno	24.8
33	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	prùmìr	58	50	41	60	10.1	sluneèno	24.8
58	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	49	58	43	49	10.1	sluneèno	24.8
22	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	34	55	69	64	10.1	sluneèno	24.8
28	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	41	41	48	62	10.1	sluneèno	24.8
80	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	33	42	72	47	10.1	sluneèno	24.8
59	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	34	49	46	57	10.1	sluneèno	24.8
27	muž	Mnichov	11.5836375	48.1364669	Nìmecko	21.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	44	66	70	59	10.1	sluneèno	24.8
62	muž	Katovice	19.0241283	50.2592108	Polsko	22.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	42	51	42	45	9.8	zataženo	24.8
76	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	22.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	43	55	46	57	9.8	zataženo	24.8
45	muž	Katovice	19.0241283	50.2592108	Polsko	22.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	27	65	55	51	9.8	zataženo	24.8
56	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	22.9.2012	27	3	služební	98010.00	0.00	200.00	97810.00	prùmìr	28	57	41	51	9.8	zataženo	24.8
41	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	22.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	42	54	45	61	9.8	zataženo	24.8
51	žena	Katovice	19.0241283	50.2592108	Polsko	22.9.2012	14	4	rekreaèní	67760.00	0.00	1000.00	66760.00	prùmìr	44	55	56	59	9.8	zataženo	24.8
25	žena	Brno	16.6153758	49.1921808	ÈR	22.9.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	37	37	30	46	9.8	zataženo	24.8
41	žena	Ostrava	18.2825511	49.8341497	ÈR	28.9.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	31	29	21	71	13.1	srážky	24.86
30	muž	Brno	16.6153758	49.1921808	ÈR	28.9.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	37	33	27	38	13.1	srážky	24.86
30	muž	Brno	16.6153758	49.1921808	ÈR	28.9.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	39	24	38	55	13.1	srážky	24.86
38	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	28.9.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	51	58	71	63	13.1	srážky	24.86
35	žena	Katovice	19.0241283	50.2592108	Polsko	29.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	57	56	43	50	15.4	sluneèno	24.86
65	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	29.9.2012	27	3	služební	98010.00	0.00	200.00	97810.00	prùmìr	52	55	48	63	15.4	sluneèno	24.86
70	muž	Mnichov	11.5836375	48.1364669	Nìmecko	29.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	60	65	45	48	15.4	sluneèno	24.86
31	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	29.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	57	60	53	52	15.4	sluneèno	24.86
33	muž	Vídeò	16.3736767	48.2115631	Rakousko	29.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	50	41	72	33	15.4	sluneèno	24.86
43	muž	Brno	16.6153758	49.1921808	ÈR	29.9.2012	1	2	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	40	23	23	47	15.4	sluneèno	24.86
77	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	29.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	41	42	53	59	15.4	sluneèno	24.86
25	muž	Katovice	19.0241283	50.2592108	Polsko	29.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	43	58	60	50	15.4	sluneèno	24.86
34	žena	Vídeò	16.3736767	48.2115631	Rakousko	29.9.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	6	30	27	38	15.4	sluneèno	24.86
40	žena	Brno	16.6153758	49.1921808	ÈR	29.9.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	7	23	40	4	15.4	sluneèno	24.86
53	muž	Katovice	19.0241283	50.2592108	Polsko	29.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	28	58	45	63	15.4	sluneèno	24.86
77	žena	Ústí nad Labem	14.0390819	50.6700692	ÈR	29.9.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	31	21	40	69	15.4	sluneèno	24.86
50	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	29.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	26	53	45	36	15.4	sluneèno	24.86
24	muž	Katovice	19.0241283	50.2592108	Polsko	29.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	25	44	46	36	15.4	sluneèno	24.86
35	muž	Salzburg	13.0475658	47.798095	Rakousko	29.9.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	41	57	44	45	15.4	sluneèno	24.86
25	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	29.9.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	39	25	15	40	15.4	sluneèno	24.86
64	muž	Jihlava	15.5909008	49.3963828	ÈR	29.9.2012	14	2	rekreaèní	33880.00	0.00	1000.00	32880.00	prùmìr	60	53	46	34	15.4	sluneèno	24.86
46	žena	Ostrava	18.2825511	49.8341497	ÈR	5.10.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	14	36	14	1	16.1	sluneèno	24.91
78	muž	Ostrava	18.2825511	49.8341497	ÈR	5.10.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	21	34	25	3	16.1	sluneèno	24.91
59	muž	Brno	16.6153758	49.1921808	ÈR	5.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	16	38	31	2	16.1	sluneèno	24.91
77	žena	Brno	16.6153758	49.1921808	ÈR	5.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	32	27	24	55	16.1	sluneèno	24.91
30	muž	Brno	16.6153758	49.1921808	ÈR	5.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	21	35	22	39	16.1	sluneèno	24.91
25	žena	Brno	16.6153758	49.1921808	ÈR	5.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	30	40	32	70	16.1	sluneèno	24.91
35	muž	Plzeò	13.3771556	49.7490406	ÈR	5.10.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	21	27	13	2	16.1	sluneèno	24.91
40	muž	Brno	16.6153758	49.1921808	ÈR	5.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	16	21	28	40	16.1	sluneèno	24.91
20	muž	Brno	16.6153758	49.1921808	ÈR	5.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	32	29	30	38	16.1	sluneèno	24.91
52	žena	Brno	16.6153758	49.1921808	ÈR	6.10.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	13	38	31	3	5.1	sluneèno	24.91
76	muž	Vídeò	16.3736767	48.2115631	Rakousko	6.10.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	39	24	40	3	5.1	sluneèno	24.91
31	muž	Zlín	17.6700633	49.2280669	ÈR	6.10.2012	27	4	služební	130680.00	0.00	200.00	130480.00	prùmìr	28	51	45	60	5.1	sluneèno	24.91
27	muž	Brno	16.6153758	49.1921808	ÈR	6.10.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	24	39	37	69	5.1	sluneèno	24.91
19	žena	Brno	16.6153758	49.1921808	ÈR	6.10.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	39	37	23	56	5.1	sluneèno	24.91
58	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	12.10.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	14	26	25	1	7.5	srážky	24.95
51	muž	Plzeò	13.3771556	49.7490406	ÈR	12.10.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	spokojen	93	81	89	57	7.5	srážky	24.95
68	muž	Ostrava	18.2825511	49.8341497	ÈR	12.10.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	21	31	22	37	7.5	srážky	24.95
60	žena	Plzeò	13.3771556	49.7490406	ÈR	12.10.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	92	84	85	51	7.5	srážky	24.95
56	žena	Ostrava	18.2825511	49.8341497	ÈR	12.10.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	14	30	28	38	7.5	srážky	24.95
50	muž	Brno	16.6153758	49.1921808	ÈR	12.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	32	25	40	72	7.5	srážky	24.95
82	muž	Salzburg	13.0475658	47.798095	Rakousko	12.10.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	13	33	37	2	7.5	srážky	24.95
28	muž	Ostrava	18.2825511	49.8341497	ÈR	12.10.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	13	33	29	70	7.5	srážky	24.95
38	muž	Ostrava	18.2825511	49.8341497	ÈR	12.10.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	29	27	26	4	7.5	srážky	24.95
18	žena	Brno	16.6153758	49.1921808	ÈR	12.10.2012	14	2	rekreaèní	33880.00	0.00	200.00	33680.00	nespokojen	23	32	22	40	7.5	srážky	24.95
